Id,modularity_class
373616,4
373774,1
373959,19
374035,1
374158,1
374191,62
374333,6
374432,3
374479,3
374487,9
374578,2
374584,19
374677,2
374726,2
374764,2
374927,178
374993,0
375007,8
375098,17
375125,41
375134,3
375274,8
375447,1
375455,2
375487,2
375489,2
375528,2
375596,8
375693,2
375781,3
375893,2
375932,8
375952,123
375980,2
376074,2
376077,0
376135,0
376202,1
376244,2
376282,2
376360,8
376468,4
376509,6
376576,1
376638,4
376657,0
376686,7
376701,2
376706,1
376716,0
376721,2
376801,2
376894,42
376954,0
377082,8
377144,2
377326,1
377505,4
377573,6
377574,2
377620,254
377745,4
377777,2
377796,2
377895,0
377950,4
377980,1
378177,3
378356,33
378360,1
378426,2
378427,3
378468,3
378491,1
378537,2
378704,2
378791,0
378843,4
378884,2
379018,2
379050,41
379133,2
379171,3
379229,0
379347,5
379356,4
379370,44
379478,0
379544,2
379645,8
379729,2
379871,3
379964,2
379968,8
380015,2
380026,32
380171,2
380245,1
380474,8
380545,0
380639,36
380756,2
380855,1
380880,2
380993,4
381166,3
381206,4
381220,0
381271,0
381324,0
381363,2
381465,2
381522,2
381591,0
381674,2
381692,19
381749,1
381809,41
381915,32
381981,2
382059,2
382061,2
382207,1
382230,8
382308,4
382395,10
382439,0
382466,1
382506,4
382650,6
382671,41
382795,4
382821,3
382928,0
382937,0
383094,21
383134,3
383206,41
383216,2
383251,41
383466,8
383485,1
383694,9
383836,1
383843,8
383934,1
384004,4
384085,196
384094,4
384173,2
384265,1
384408,1
384410,4
384428,1
384436,0
384444,0
384457,7
384463,2
384477,0
384546,0
384553,8
384586,6
384668,8
384791,3
384839,1
384987,7
385051,41
385231,2
385406,13
385414,0
385441,2
385482,41
385548,8
385589,0
385634,2
385702,2
385990,41
386022,6
386150,27
386179,257
386188,8
386329,0
386374,1
386382,3
386478,240
386564,2
386700,30
386737,4
386781,17
386839,0
386994,41
387001,8
387284,1
387307,2
387418,1
387504,21
387748,41
387751,2
387811,1
387913,2
388066,2
388128,4
388147,2
388218,4
388306,4
388322,0
388340,2
388450,42
388477,34
388583,17
388618,2
388635,26
388673,4
388702,3
388719,6
388724,2
388824,5
388887,0
388897,8
389031,8
389079,19
389236,4
389286,2
389314,2
389370,151
389390,9
389434,2
389495,2
389541,8
389581,4
389654,2
389691,6
389791,8
389819,2
389849,1
389900,0
389930,9
389980,5
390071,0
390105,2
390111,2
390241,2
390320,1
390490,0
390628,129
390811,19
390880,20
390969,2
391116,2
391224,2
391237,8
391244,0
391260,6
391398,2
391437,2
391583,9
391592,0
391593,9
391660,6
391723,4
391867,2
392078,0
392245,2
392709,2
392736,3
392778,135
392807,8
392981,13
393221,1
393249,2
393297,2
393438,2
393466,6
393492,2
393541,41
393565,2
393596,42
393645,5
393695,5
393725,0
393764,5
393805,4
393879,5
393918,9
394005,1
394029,0
394105,6
394116,129
394135,2
394144,2
394206,0
394218,2
394327,3
394515,2
394587,0
394628,2
394678,3
394814,0
395143,41
395393,2
395478,4
395707,8
395753,2
395770,2
395798,1
395799,4
395807,2
395815,2
395874,6
396104,1
396253,1
396281,2
396373,2
396522,1
396537,6
397025,8
397131,0
397163,2
397177,9
397200,236
397209,2
397450,0
397570,2
397572,8
397712,9
397764,2
397774,7
397827,40
398005,33
398106,4
398183,2
398197,1
398236,2
398328,0
398428,0
398492,234
398655,4
398876,0
398983,41
399015,2
399338,8
399583,6
399601,2
399688,1
399987,2
400038,78
400068,4
400133,15
400139,81
400193,35
400276,2
400279,2
400522,104
400750,2
400929,2
401023,1
401025,2
401052,4
401082,258
401098,4
401254,252
401330,6
401441,0
401531,0
401715,55
401787,0
401798,7
401888,0
401903,2
401907,5
402210,1
402224,2
402290,1
402382,4
402406,0
402437,17
402571,2
402616,2
402950,117
402953,3
403188,2
403197,51
403202,21
403305,1
403373,3
403528,4
403568,227
403871,205
403919,0
404042,1
404055,51
404061,152
404078,4
404138,2
404151,2
404205,2
404250,2
404301,0
404310,2
404367,1
404481,11
404621,16
404731,4
404736,1
404898,4
404907,1
405024,2
405045,2
405091,2
405164,1
405279,4
405364,6
405414,1
405484,0
405628,8
405639,5
405667,6
405698,7
405947,2
405965,4
406031,0
406150,3
406347,2
406348,4
406422,105
406433,0
406563,41
406590,1
406647,42
406797,2
406814,8
406895,3
407018,2
407376,2
407392,2
407395,0
407457,8
407536,2
407657,0
407763,2
407804,41
407954,8
408140,172
408155,8
408343,220
408509,2
408593,2
408783,1
408800,1
408929,3
408938,0
408998,4
409005,4
409056,0
409136,21
409268,41
409312,2
409529,6
409565,2
409635,2
409655,8
409663,4
409720,1
409750,4
409787,2
409789,2
409793,80
409860,71
409918,2
410014,2
410256,2
410309,1
410311,2
410371,5
410407,1
410450,41
410547,1
410550,2
410582,0
410608,0
410613,1
410617,2
410705,6
410815,9
410861,0
410909,2
410979,19
411075,21
411091,2
411204,0
411328,210
411345,1
411505,5
411613,8
411677,2
411909,2
411973,2
412002,1
412074,5
412104,6
412133,203
412150,2
412277,2
412313,2
412373,1
412383,8
412619,0
412729,249
412863,2
413039,41
413062,2
413071,1
413073,225
413092,2
413131,4
413140,4
413171,1
413193,23
413282,2
413301,4
413505,2
413609,7
413743,2
413804,247
413812,2
413905,251
413933,41
413950,41
414022,8
414146,1
414234,2
414309,3
414324,1
414359,8
414571,1
414591,78
414613,4
414700,9
414775,3
414802,1
414911,1
414998,0
415035,8
415173,2
415176,260
415230,3
415404,148
415474,4
415479,4
415849,2
415861,1
415871,2
415873,63
415874,2
415892,1
415980,1
416025,4
416091,0
416096,5
416482,0
416487,0
416655,264
416718,4
416757,2
416803,38
416856,1
416903,1
416951,1
417014,2
417100,8
417104,1
417144,0
417253,1
417401,2
417408,3
417490,2
417517,24
417556,8
417567,0
417599,8
417645,8
417696,100
417743,1
417781,1
417787,19
417842,3
417850,0
417858,42
417866,41
417881,39
418088,15
418177,181
418179,20
418260,8
418325,0
418333,8
418467,2
418579,2
418597,5
418818,2
418861,83
419150,1
419151,0
419290,2
419392,2
419502,220
419681,36
419850,2
419996,2
420156,0
420349,1
420376,2
420554,0
420556,6
420604,58
420640,2
420786,4
420852,0
420934,17
420995,2
421020,8
421104,1
421119,6
421341,2
421657,6
421725,2
421759,1
421806,19
422002,0
422009,2
422063,1
422140,2
422511,95
422529,2
422631,1
422661,2
422753,6
422783,2
422858,3
423113,4
423155,7
423199,3
423309,3
423368,1
423416,1
423511,6
423514,8
423546,241
423685,0
423698,7
423714,2
423780,0
423806,3
423940,4
423990,3
424034,2
424046,2
424212,2
424225,2
424239,0
424263,4
424445,1
424489,0
424623,5
424627,1
424661,2
424761,2
424847,19
424900,24
424956,6
425025,2
425036,2
425064,2
425075,3
425076,68
425095,1
425101,2
425122,1
425217,8
425231,17
425261,2
425336,3
425406,0
425423,1
425442,15
425510,7
425669,1
425747,8
425760,2
425824,0
425826,15
426043,21
426078,1
426297,2
426299,0
426307,2
426327,0
426376,1
426526,0
426529,2
426627,1
426647,3
426724,19
426794,7
426935,10
427085,2
427265,2
427304,2
427356,44
427377,2
427383,136
427452,2
427609,2
427785,68
427875,0
427888,11
427915,1
427977,0
427995,4
428081,4
428300,2
428613,1
428709,41
428743,2
428799,1
428836,0
428900,4
428905,4
428913,42
428997,2
429007,5
429261,8
429469,115
429494,3
429582,8
429724,90
429789,0
429908,6
430032,42
430075,68
430083,6
430229,16
430232,2
430419,4
430532,1
430551,41
430878,8
430981,0
431012,1
431076,2
431174,2
431235,41
431259,3
431266,3
431306,2
431357,2
431388,2
431437,0
431598,1
431654,2
431675,1
431753,6
431768,3
432077,1
432135,2
432170,19
432189,3
432301,2
432387,42
432414,2
432471,29
432489,2
432509,8
432674,2
432828,22
432846,3
432900,2
432935,61
432960,112
433073,2
433148,1
433186,4
433194,6
433204,0
433263,250
433410,9
433461,41
433476,3
433495,6
433572,6
433709,2
433769,161
433770,4
433805,8
433847,3
433923,0
434035,2
434306,9
434315,2
434322,0
434359,0
434434,2
434467,0
434479,2
434564,5
434597,8
434794,63
434795,8
434806,41
434847,1
434953,1
434981,1
435051,2
435284,4
435347,4
435353,2
435382,6
435405,2
435418,2
435427,9
435488,1
435498,0
435607,5
435639,2
435641,3
435676,3
435933,9
436163,3
436202,2
436261,4
436307,1
436321,6
436368,2
436486,41
436552,2
436635,8
436741,8
436792,5
436812,3
436847,3
436999,1
437039,0
437160,0
437177,6
437223,1
437239,0
437262,4
437265,2
437283,3
437367,3
437504,48
437782,2
437940,3
437945,7
438167,2
438239,9
438270,2
438317,8
438402,41
438411,2
438433,117
438451,6
438473,8
438709,2
438839,3
439373,15
439408,8
439427,0
439432,8
439577,5
439726,8
439828,0
439917,48
440091,2
440128,2
440214,2
440235,0
440237,2
440271,17
440273,2
440293,2
440294,0
440357,0
440383,8
440391,2
440527,0
440552,2
440577,6
440618,15
440636,1
440639,1
440654,5
440691,2
440789,1
440803,1
440846,2
440849,2
440878,5
440880,2
440891,0
440899,3
441265,42
441336,173
441345,8
441417,0
441426,2
441597,2
441637,0
441648,4
441650,1
441708,0
441764,8
441813,0
441832,2
441946,5
441948,2
442003,3
442071,2
442112,2
442177,0
442384,3
442405,0
442701,4
442763,2
442807,25
442933,2
443001,0
443149,0
443160,2
443170,1
443282,2
443388,2
443456,0
443545,4
443558,9
443588,2
443640,2
443669,0
443813,0
443826,6
443920,6
443931,2
443940,2
443956,2
443967,5
444289,4
444562,2
444629,1
444855,41
444926,4
444960,19
445009,2
445176,2
445262,2
445452,41
445493,1
445495,2
445803,237
445841,8
445856,85
445971,2
445982,31
446045,0
446050,113
446066,5
446078,2
446115,41
446223,2
446328,2
446340,1
446546,2
446555,2
446693,2
446711,0
446723,4
446795,41
446818,228
446821,253
446856,8
446953,2
446986,2
447220,0
447411,2
447427,5
447436,3
447557,2
447590,3
447692,235
447712,8
447713,8
447745,8
447773,8
447879,3
447989,1
447991,0
448028,4
448030,3
448174,2
448193,0
448254,172
448267,1
448278,8
448319,0
448407,0
448562,2
448630,8
448698,2
448720,3
448738,3
448801,2
448814,0
448942,2
448995,0
449059,3
449094,1
449230,2
449294,2
449372,19
449379,41
449674,2
449694,22
449813,8
449984,0
450193,1
450285,2
450324,37
450343,8
450360,0
450502,2
450522,8
450533,76
450541,2
450563,7
450620,6
450656,7
450926,24
450957,0
451116,2
451182,7
451265,54
451306,2
451378,2
451384,2
451932,2
451963,0
452058,1
452078,0
452122,7
452129,2
452212,2
452274,8
452275,16
452312,2
452325,2
452328,6
452480,0
452483,2
452544,0
452564,2
452593,4
452617,7
452717,2
452915,41
453022,90
453052,2
453188,1
453300,5
453313,3
453333,2
453356,2
453398,52
453531,37
453652,3
453675,3
453710,2
453892,8
453911,0
454043,0
454077,2
454163,2
454361,1
454418,2
454463,2
454506,2
454623,2
454690,3
454769,6
454904,2
455051,2
455088,1
455127,1
455426,7
455439,8
455487,3
455503,4
455737,1
456033,0
456098,2
456279,2
456550,2
456552,2
456559,2
456729,2
456734,2
456753,4
456776,3
456875,8
457212,1
457232,0
457397,6
457549,0
457608,41
457626,2
457649,226
457672,4
457969,1
458016,2
458023,8
458026,2
458033,6
458069,1
458076,6
458190,8
458294,17
458296,1
458320,2
458321,1
458427,2
458524,2
458569,0
458592,3
458641,1
458642,2
458707,4
458730,2
458738,5
458743,0
458855,1
458878,4
458936,2
458972,3
459023,2
459041,8
459201,4
459296,15
459433,8
459632,2
459666,10
459690,1
459857,0
459987,3
460073,6
460109,2
460211,4
460309,1
460394,0
460411,8
460433,2
460588,4
460605,1
460698,6
461022,2
461139,19
461169,1
461195,2
461239,2
461311,8
461471,0
461529,1
461569,0
461679,4
461691,6
461706,2
461744,7
461749,1
461857,41
461925,15
461938,4
461959,0
462055,7
462211,1
462289,8
462342,2
462415,4
462533,6
462543,6
462573,2
462828,1
463043,5
463143,8
463296,2
463326,2
463339,1
463464,34
463496,15
463510,2
463516,14
463772,8
463848,56
463863,1
463904,24
463956,2
464080,4
464085,0
464159,237
464390,217
464427,41
464553,0
464750,3
464968,1
465071,17
465152,8
465172,2
465190,0
465301,8
465421,41
465542,2
465607,8
465677,2
465702,8
465703,2
465762,2
465791,2
465807,19
465958,3
466013,3
466118,5
466159,1
466435,7
466479,0
466686,4
466694,62
466789,2
466805,2
466819,0
466915,9
467009,2
467015,8
467078,2
467085,41
467147,1
467219,21
467329,41
467495,2
467514,8
467565,2
467579,41
467601,1
467746,2
467779,6
467820,4
468018,204
468081,2
468347,8
468411,8
468426,2
468455,2
468530,2
468536,25
468605,19
468636,163
468650,11
468663,8
468680,19
468780,10
468802,6
468826,202
468904,6
468935,19
468944,10
468991,17
469008,41
469092,238
469142,2
469163,17
469216,10
469427,11
469528,1
469531,19
469649,96
469656,19
469736,10
469866,3
469912,10
469931,2
469974,2
469989,19
470050,19
470072,10
470091,19
470169,10
470203,2
470241,19
470275,10
470291,10
470293,118
470371,10
470386,168
470411,8
470488,11
470570,10
470610,19
470663,8
470723,19
470860,17
470875,8
470906,17
470926,11
470949,2
470976,10
470994,66
471011,8
471092,0
471136,2
471316,255
471343,19
471387,19
471516,168
471673,2
471682,19
471731,17
471757,11
471845,222
471871,11
471976,4
471981,0
471994,8
472103,8
472192,19
472278,19
472287,2
472290,8
472477,19
472489,19
472497,19
472563,0
472588,10
472607,242
472627,19
472671,8
472817,10
472845,19
472963,11
472970,17
472976,8
472977,19
472980,10
472996,19
473008,19
473152,11
473243,42
473245,11
473265,8
473322,19
473344,11
473346,11
473388,19
473389,6
473454,8
473467,10
473486,10
473505,8
473516,2
473517,99
473581,42
473583,19
473625,10
473689,95
473720,8
473767,19
473851,10
473953,2
474014,131
474047,8
474078,3
474167,8
474189,2
474195,0
474225,10
474301,0
474321,8
474336,17
474393,10
474452,19
474573,11
474603,6
474752,19
474811,19
474875,209
474938,11
475085,8
475155,213
475318,19
475326,8
475417,11
475437,19
475445,202
475466,0
475486,8
475588,19
475591,8
475658,11
475750,11
475761,10
475932,11
476016,17
476041,10
476161,0
476224,0
476278,88
476313,19
476327,0
476333,10
476337,3
476429,1
476484,6
476548,6
476578,19
476664,2
476692,19
476780,17
476782,10
476814,8
476827,10
476921,17
477027,17
477033,8
477047,10
477099,8
477135,19
477149,19
477238,41
477267,19
477287,69
477387,202
477408,175
477416,158
477446,10
477478,1
477490,10
477548,10
477561,11
477582,10
477632,11
477645,8
477653,1
477674,19
477760,10
477814,19
478011,11
478062,8
478065,41
478358,17
478490,19
478512,11
478519,8
478532,17
478543,11
478644,19
478655,2
478671,134
478758,19
478776,17
478787,19
478913,10
478967,17
478989,212
478999,10
479003,19
479032,38
479052,19
479125,19
479203,10
479213,49
479307,0
479477,19
479508,1
479570,10
479589,19
479605,10
479619,19
479640,19
479722,17
479774,17
479829,17
479984,3
480046,3
480157,10
480208,8
480234,102
480240,0
480251,19
480295,8
480392,42
480431,14
480464,1
480471,8
480562,42
480567,1
480727,19
480759,2
480773,255
480878,11
480941,10
480975,10
481207,165
481270,17
481289,8
481310,181
481323,2
481383,8
481405,8
481586,19
481645,19
481649,10
481663,19
481698,8
481716,10
481859,19
481897,11
481923,260
481938,10
482045,10
482087,10
482096,8
482103,6
482133,180
482144,8
482244,19
482281,10
482318,10
482447,17
482531,11
482560,0
482639,2
482689,19
482744,19
482784,19
482805,2
482879,2
482919,2
482935,2
482949,17
482970,10
483026,10
483234,8
483271,10
483302,17
483316,8
483377,134
483411,19
483419,19
483437,96
483556,17
483563,0
483619,4
483666,2
483683,19
483723,10
483813,200
483900,10
484020,10
484024,8
484048,120
484079,19
484091,19
484126,19
484173,8
484199,8
484370,17
484378,193
484491,176
484562,82
484623,19
484645,19
484754,19
484867,10
484993,17
485032,5
485037,0
485085,19
485111,8
485142,17
485183,0
485315,11
485362,5
485378,2
485382,19
485383,2
485401,4
485441,8
485478,10
485667,158
485688,49
485696,11
485721,8
485742,19
485774,6
485815,8
485867,26
485927,8
486033,10
486068,8
486217,3
486407,8
486465,8
486611,4
486709,19
486723,8
486842,2
487015,19
487027,59
487182,8
487196,2
487223,27
487305,19
487361,19
487465,197
487578,88
487628,0
487636,19
487752,0
487760,8
487821,11
487869,2
487930,6
487949,19
487967,15
488059,19
488080,2
488090,10
488124,200
488283,41
488323,19
488382,17
488435,19
488446,4
488494,3
488531,17
488537,8
488543,8
488557,2
488591,17
488592,3
488611,11
488651,10
488652,1
488802,19
488832,11
488843,11
488995,180
489311,8
489392,0
489422,8
489450,59
489452,8
489499,2
489562,2
489600,8
489767,8
489832,222
489835,10
489881,5
489890,10
489902,41
489950,8
489965,218
490130,1
490227,19
490253,8
490265,8
490297,19
490348,8
490359,238
490361,8
490403,163
490440,19
490515,8
490528,6
490551,11
490599,19
490689,2
490694,10
490768,212
490784,0
490842,168
490876,11
490902,6
490912,19
490963,10
491109,21
491120,10
491207,19
491208,10
491337,8
491412,209
491450,116
491453,19
491469,17
491495,1
491504,2
491513,11
491545,165
491638,10
491749,11
491863,19
491876,19
491935,8
491978,77
491991,0
492008,19
492011,0
492097,17
492232,1
492248,17
492304,8
492319,11
492346,10
492392,19
492419,10
492421,19
492512,4
492573,10
492574,8
492603,17
492625,17
492654,19
492765,17
492820,2
492839,8
492846,2
492860,2
492991,10
493217,17
493231,11
493254,11
493280,8
493373,0
493454,19
493464,19
493517,10
493525,19
493548,11
493611,17
493777,4
493782,19
493818,10
493896,2
493912,7
493929,17
493932,15
493933,242
493981,8
494036,17
494048,26
494063,10
494194,8
494226,254
494375,8
494376,8
494495,19
494497,17
494534,19
494544,17
495069,19
495128,11
495180,19
495193,11
495326,2
495337,2
495463,19
495507,11
495534,11
495560,10
495650,2
496021,19
496056,19
496065,19
496070,19
496072,11
496228,17
496231,19
496325,3
496330,11
496361,19
496435,0
496622,19
496626,0
496637,10
496640,10
496644,229
496659,7
496771,3
496773,17
496857,17
496879,2
496884,8
496895,10
496905,213
496956,11
496962,10
496977,8
497074,10
497207,17
497214,8
497248,19
497301,10
497316,10
497389,11
497429,8
497437,10
497483,102
497503,19
497586,5
497618,19
497628,1
497632,17
497725,8
497864,2
497901,19
497917,19
498028,82
498113,2
498286,19
498318,17
498436,8
498444,19
498475,0
498551,4
498586,19
498595,10
498657,10
498741,8
498768,17
498817,41
498852,10
498879,8
498964,10
498969,19
498990,10
499014,19
499041,116
499157,19
499199,8
499222,10
499244,8
499269,19
499317,8
499320,8
499358,19
499418,10
499684,10
499757,10
499786,0
499844,10
499885,19
499914,0
499915,2
499926,19
499954,8
500054,10
500055,19
500076,19
500083,188
500396,2
500413,4
500430,120
500667,19
500706,17
500734,17
500735,17
500745,4
500751,10
500818,19
500828,19
500860,8
500919,19
501027,4
501089,8
501193,8
501264,19
501408,8
501455,0
501555,11
501575,11
501632,229
501704,2
501848,19
501884,2
501933,2
502005,8
502015,0
502019,19
502066,17
502111,19
502166,19
502193,17
502202,8
502286,4
502317,19
502339,8
502414,19
502433,19
502521,197
502584,19
502678,2
502735,8
502743,2
502766,8
502812,19
502816,19
502904,17
503014,2
503021,17
503024,19
503046,7
503156,19
503173,10
503242,11
503274,17
503442,11
503486,34
503541,0
503555,8
503558,2
503559,11
503583,214
503595,118
503667,19
503670,11
503776,17
503797,8
503844,82
503894,19
504166,10
504244,19
504269,8
504335,10
504367,8
504368,11
504392,11
504468,19
504487,8
504550,19
504604,17
504631,77
504683,8
504723,2
504735,11
504800,19
505002,8
505066,19
505102,4
505113,19
505161,10
505276,1
505279,8
505307,19
505414,0
505569,17
505597,10
505832,139
505895,26
506019,10
506069,10
506085,2
506194,19
506201,28
506224,8
506382,2
506449,19
506501,8
506535,11
506551,8
506560,8
506683,19
506712,41
506769,8
506772,19
506855,19
506984,1
506995,10
507046,4
507206,8
507254,11
507300,11
507304,134
507314,8
507331,4
507346,19
507349,17
507390,17
507476,8
507531,8
507622,8
507637,10
507654,26
509584,0
510480,0
515998,41
518439,5
520454,6
520766,2
520883,5
524770,41
525289,2
525702,0
527519,6
533519,4
540825,2
541246,2
541943,6
542078,21
542950,0
549945,4
551601,5
555445,6
557967,1
558219,71
560196,23
560256,2
564039,23
564920,5
567657,6
570185,2
571937,42
576309,46
577419,16
578072,5
584848,0
588518,6
596806,9
596929,1
599141,2
600614,4
601135,6
602121,2
603264,1
605355,5
608891,2
610578,41
616625,42
623131,6
623265,6
626699,4
626850,5
628644,264
632899,2
635014,2
638085,86
641015,6
641472,5
642176,4
644232,6
644725,64
645809,3
649897,8
650995,4
655384,41
655628,4
656864,6
656975,215
662133,2
665438,2
667402,5
667801,5
667985,5
668036,7
675762,5
676040,1
677056,3
678740,5
679902,6
683750,30
683879,5
684546,0
687763,1
697361,41
699053,6
701552,6
701733,2
703963,2
704273,41
706256,2
712066,1
712425,0
712918,8
714237,2
718880,6
719350,6
719838,3
720208,6
724374,2
728400,5
733695,41
733814,30
737401,42
742556,3
743157,41
743559,6
744670,31
746549,5
747255,17
747867,41
750337,2
751903,6
753185,41
753195,6
753667,2
753994,1
754184,6
757096,5
757502,6
759381,2
759698,5
760036,2
760271,4
766775,1
771160,5
775638,2
776333,5
783218,5
783439,2
784180,46
785009,41
785082,5
787610,6
789466,4
793652,7
798346,5
801925,0
803914,2
805330,6
806986,2
810333,6
812374,205
813821,2
815290,2
816000,1
824949,2
826658,6
831650,5
832648,5
834167,5
834315,2
842006,0
844033,5
845334,27
845950,2
849113,0
852465,6
852777,86
852786,6
852998,6
854516,5
856358,5
857150,6
858236,5
863585,6
868379,1
868998,2
869240,6
871208,164
871639,0
875119,5
882825,5
887869,1
892003,6
892334,5
897543,6
897927,6
905243,0
909099,13
909836,2
911480,22
911834,41
922791,6
924548,6
926258,6
928285,13
928719,5
930586,5
931393,265
935368,5
936021,2
941411,5
944567,41
946044,6
946974,6
950017,6
964241,5
969230,5
972359,5
975036,6
976029,5
978886,2
982977,6
989969,21
993726,5
995273,13
998563,6
1000599,6
1005365,6
1013309,41
1017253,6
1018859,6
1018881,8
1028299,2
1032243,5
1032919,5
1035774,5
1037899,35
1038856,4
1039136,86
1041641,5
1042291,2
1044018,5
1045275,5
1045539,2
1047404,6
1053020,6
1058413,6
1058814,5
1063554,5
1070499,64
1071221,5
1074744,59
1090143,2
1090917,5
1097727,6
1103812,0
1105753,2
1107529,6
1112022,6
1113498,6
1114749,6
1127507,5
1133655,5
1134789,6
1140410,5
1143673,8
1144514,6
1145401,5
1147732,1
1151970,2
1169228,5
1173322,6
1185249,2
1185653,4
1213317,6
1217163,5
1223610,5
1225223,6
1226940,5
1230216,6
1232112,3
1235003,0
1238353,5
1238524,1
1250395,4
1254792,17
1261250,6
1262361,5
1263963,1
1269072,6
1272559,13
1272984,3
1275935,12
1276770,12
1277280,12
1280591,17
1295703,5
1298823,3
1305317,263
1307183,5
1307763,12
1308221,12
1309635,5
1314486,6
1321172,12
1321818,2
1322691,6
1331994,5
1334745,12
1335808,5
1337212,12
1338260,46
1340061,12
1340247,6
1341520,5
1341619,5
1346340,12
1349316,12
1350554,12
1352356,2
1352903,12
1360795,12
1371663,2
1372540,6
1372630,0
1372760,6
1374179,6
1375078,5
1375614,12
1375667,12
1377706,12
1380269,6
1380389,2
1380865,12
1381090,12
1381577,12
1382883,0
1397078,12
1410723,5
1417633,2
1420949,2
1423304,5
1425735,12
1428013,12
1428499,5
1430565,6
1441343,5
1443854,5
1447618,5
1455037,1
1456017,12
1460534,12
1462727,5
1466781,12
1469203,2
1470110,5
1471721,12
1474942,5
1476460,12
1477454,12
1487270,5
1488357,6
1488401,12
1492063,5
1493778,12
1495268,12
1496033,12
1500787,6
1504885,2
1508888,5
1519341,7
1519347,6
1526088,5
1531668,1
1535762,5
1545641,5
1549146,4
1561400,6
1562855,6
1595422,2
1610375,4
1610958,2
1621049,60
1630458,5
1631748,2
1643139,5
1668762,5
1681663,6
1692916,5
1718021,8
1728905,0
1729422,5
1742018,5
1758624,1
1762498,7
1766799,2
1771143,3
1776577,5
1778424,5
1797487,5
1805078,1
1805406,6
1811744,3
1815841,5
1831108,5
1832688,1
1832953,6
1833865,6
1841031,5
1849420,5
1852803,5
1854034,3
1863309,21
1868286,1
1869203,6
1869997,5
1879229,183
1882030,5
1893353,6
1899693,5
1900234,5
1901275,6
1901624,5
1902922,5
1904651,5
1927040,5
1927296,5
1934395,3
1935176,5
1938822,183
1942531,5
1943563,5
1943604,5
1946036,5
1953440,5
1956977,4
1964386,6
1979793,6
2003008,259
2015529,5
2033084,13
2038274,31
2039308,6
2069849,31
2074648,5
2076875,5
2079038,5
2086257,5
2094364,182
2105003,6
2113343,16
2159049,5
2159760,6
2198470,6
2216435,5
2222242,6
2224469,5
2227416,41
2259793,5
2292894,1
2296280,262
2315051,5
2320038,3
2322428,5
2353688,6
2363141,64
2381469,60
2415608,1
2444951,60
2508045,5
2524724,13
2531494,262
2539130,5
2570623,5
2617443,8
2636319,5
2650577,1
2651941,7
2676432,31
2707639,3
2762836,1
2808834,4
2818574,5
2825014,6
2832035,31
2876297,6
2919748,41
2924514,5
2936023,6
2966830,8
3013481,5
3053965,31
3150032,5
3241886,3
3663265,183
3819579,47
3970826,47
3985751,5
4040352,5
4041565,6
4067750,47
4145375,5
4192542,13
4278813,47
4283103,47
4306662,5
4342633,41
4524192,15
